,id,name,team,overall,value_eur,player_positions,team_position,ST,LW,RW,CAM,LM,RM,CDM,LB,CB,RB,Overall attacking,Overall defending
12433,232668,L. Gordon,St. Johnstone FC,63,525000,CB,SUB,40+2,36+2,36+2,36+2,37+2,37+2,52+2,53+2,61+2,53+2,36.8,65.0
12434,235872,Vitó,Rio Ave FC,63,575000,CM,SUB,58+2,58+2,58+2,61+2,60+2,60+2,60+2,58+2,57+2,58+2,49.6,54.3
12435,235999,L. García,Sevilla FC,63,450000,GK,RES,,,,,,,,,,,21.2,17.3
12436,236244,T. Sibbick,Barnsley,63,525000,"RB, RWB, CB",RB,49+2,52+2,52+2,50+2,55+2,55+2,57+2,61+2,59+2,61+2,44.2,61.3
12437,236310,S. Hart,Blackburn Rovers,63,500000,"LB, LWB",RES,56+2,60+2,60+2,58+2,60+2,60+2,59+2,62+2,60+2,62+2,50.8,60.7
12438,236445,J. Kabongo,Brøndby IF,63,525000,CB,RES,43+2,43+2,43+2,44+2,45+2,45+2,56+2,56+2,61+2,56+2,40.0,61.3
12439,236587,M. Farfan,Portland Timbers,63,525000,"LB, CB, CDM",SUB,46+2,53+2,53+2,52+2,54+2,54+2,60+2,62+2,61+2,62+2,44.0,63.0
12440,237102,Lee Sang Ki,Pohang Steelers,63,500000,"RB, LW",SUB,61+2,63+2,63+2,63+2,64+2,64+2,60+2,62+2,58+2,62+2,54.8,57.3
12441,237688,S. Erimuya,Cádiz CF,63,525000,CB,RES,44+2,42+2,42+2,41+2,43+2,43+2,54+2,58+2,61+2,58+2,37.2,63.7
12442,237757,Y. Tatsuta,Shimizu S-Pulse,63,525000,"CB, RB",SUB,49+2,55+2,55+2,53+2,57+2,57+2,62+2,61+2,61+2,61+2,49.2,62.7
12443,239364,P. Köhn,FC Red Bull Salzburg,63,450000,GK,SUB,,,,,,,,,,,12.4,13.0
12444,239424,M. Rodrigues,FC Thun,63,525000,CB,SUB,40+2,40+2,40+2,43+2,43+2,43+2,58+2,57+2,61+2,57+2,37.2,65.7
12445,240311,L. Zidane,Racing Santander,63,450000,GK,GK,,,,,,,,,,,12.0,12.3
12446,242101,Lee Keun Ho,Jeju United FC,63,575000,"RW, ST",LS,65+2,63+2,63+2,63+2,62+2,62+2,45+2,43+2,41+2,43+2,59.6,18.7
12447,242188,Anderson Emanuel,CF Fuenlabrada,63,575000,"LM, LW",SUB,59+2,62+2,62+2,61+2,62+2,62+2,45+2,44+2,39+2,44+2,51.2,23.7
12448,242325,M. Edjouma,FC Chambly Oise,63,550000,"CM, CAM",SUB,55+2,57+2,57+2,59+2,59+2,59+2,63+2,60+2,62+2,60+2,47.4,59.7
12449,242799,Gabri Salazar,CD Leganés,63,575000,ST,RES,61+2,56+2,56+2,55+2,55+2,55+2,40+2,40+2,39+2,40+2,59.2,24.0
12450,243218,U. Abreliano,Arsenal de Sarandí,63,525000,RB,RES,52+2,57+2,57+2,55+2,58+2,58+2,57+2,61+2,57+2,61+2,47.2,59.3
12451,243310,Kellyan,Málaga CF,63,450000,GK,RES,,,,,,,,,,,13.6,13.0
12452,243587,Fran Vieites,RC Celta,63,450000,GK,RES,,,,,,,,,,,11.8,12.7
12453,243602,S. Mbakata,FC Sochaux-Montbéliard,63,525000,"RB, CDM",RB,45+2,52+2,52+2,51+2,55+2,55+2,57+2,61+2,59+2,61+2,40.6,65.0
12454,244023,H. Mörschel,SC Preußen Münster,63,575000,"CF, ST, CAM",SUB,64+2,61+2,61+2,61+2,58+2,58+2,39+2,39+2,37+2,39+2,58.4,18.3
12455,244387,J. Toro,CD Tondela,63,575000,"LW, CAM, RW",LW,58+2,63+2,63+2,63+2,63+2,63+2,48+2,48+2,41+2,48+2,52.8,35.7
12456,244491,C. Kobald,Karlsruher SC,63,525000,"CB, CDM",SUB,43+2,44+2,44+2,47+2,47+2,47+2,59+2,56+2,62+2,56+2,37.0,62.0
12457,245717,Lucas Rodrigues,Moreirense FC,63,550000,ST,RES,62+2,59+2,59+2,58+2,57+2,57+2,38+2,39+2,36+2,39+2,55.0,18.3
12458,245754,D. Denić,Rosenborg BK,63,550000,CM,SUB,57+2,59+2,59+2,60+2,61+2,61+2,64+2,63+2,62+2,63+2,52.8,64.3
12459,247017,H. Mashiane,Kaizer Chiefs,63,525000,"LB, LM",SUB,50+2,58+2,58+2,56+2,60+2,60+2,57+2,61+2,56+2,61+2,45.2,59.7
12460,251488,M. Akpınar,Trabzonspor,63,500000,"ST, CF",RES,62+2,57+2,57+2,57+2,55+2,55+2,39+2,37+2,37+2,37+2,53.4,17.0
12461,251558,L. Daneels,RKC Waalwijk,63,575000,LW,SUB,59+2,62+2,62+2,61+2,62+2,62+2,44+2,45+2,38+2,45+2,54.6,26.0
12462,251665,M. Badu,Spartak Moscow,63,575000,"RM, RWB, RB",RES,58+2,61+2,61+2,60+2,62+2,62+2,56+2,59+2,55+2,59+2,54.6,52.0
12463,251898,Everson,Portimonense SC,63,525000,CB,SUB,43+2,42+2,42+2,42+2,44+2,44+2,55+2,57+2,61+2,57+2,36.6,63.3
12464,251910,R. Matthys,KAS Eupen,63,450000,GK,SUB,,,,,,,,,,,10.0,10.3
12465,252049,Han Seok Hee,Suwon Samsung Bluewings,63,575000,RW,RES,60+2,62+2,62+2,60+2,61+2,61+2,51+2,54+2,49+2,54+2,57.6,46.7
12466,252827,João Pedro,Vitória Guimarães,63,575000,ST,RES,62+2,60+2,60+2,58+2,59+2,59+2,36+2,39+2,34+2,39+2,59.8,13.7
12467,219551,C. Shaughnessy,Leeds United,63,500000,"CB, CDM",RES,51+2,50+2,50+2,52+2,52+2,52+2,59+2,58+2,62+2,58+2,47.4,61.7
12468,219570,O. Bernal,Santos Laguna,63,475000,RB,SUB,46+2,51+2,51+2,50+2,54+2,54+2,61+2,61+2,62+2,61+2,43.2,62.0
12469,219627,J. Verdugo,CD Huachipato,63,550000,CAM,SUB,58+2,63+2,63+2,62+2,62+2,62+2,53+2,54+2,47+2,54+2,49.2,39.7
12470,219795,J. Coleman,Huddersfield Town,63,425000,GK,SUB,,,,,,,,,,,17.2,13.7
12471,220532,N. Contini,Virtus Entella,63,425000,GK,GK,,,,,,,,,,,17.8,12.7
12472,221538,W. Nightingale,AFC Wimbledon,63,500000,"CB, CDM",CB,41+2,39+2,39+2,39+2,41+2,41+2,53+2,57+2,61+2,57+2,34.4,67.0
12473,221633,B. Sørmo,Kristiansund BK,63,475000,RB,SUB,54+2,56+2,56+2,55+2,58+2,58+2,61+2,62+2,61+2,62+2,50.6,61.7
12474,221766,Y. Pambou,Grenoble Foot 38,63,525000,CM,SUB,55+2,59+2,59+2,60+2,60+2,60+2,62+2,61+2,58+2,61+2,50.4,58.0
12475,222510,I. Pomazun,PFC CSKA Moscow,63,425000,GK,SUB,,,,,,,,,,,18.2,18.3
12476,222600,Lee Tae Hee,Incheon United FC,63,425000,GK,SUB,,,,,,,,,,,18.4,13.3
12477,223595,J. Strauß,FC Erzgebirge Aue,63,475000,RWB,SUB,57+2,62+2,62+2,62+2,63+2,63+2,61+2,60+2,57+2,60+2,52.8,55.3
12478,224211,S. Mmaee,Sint-Truidense VV,63,500000,"CB, CDM",LCM,46+2,48+2,48+2,48+2,50+2,50+2,58+2,58+2,62+2,58+2,43.2,61.0
12479,224253,D. Parker,1. FSV Mainz 05,63,550000,"LW, LM",RES,59+2,62+2,62+2,61+2,61+2,61+2,49+2,50+2,46+2,50+2,55.4,35.7
12480,224902,M. Gargiulo,Cittadella,63,500000,"CDM, LB",SUB,53+2,55+2,55+2,56+2,57+2,57+2,61+2,60+2,62+2,60+2,50.0,62.3
12481,225051,B. Warland,Sydney FC,63,500000,CB,SUB,40+2,39+2,39+2,39+2,42+2,42+2,54+2,55+2,61+2,55+2,38.2,63.0
12482,225336,E. Binaku,IFK Norrköping,63,475000,LWB,SUB,52+2,58+2,58+2,56+2,59+2,59+2,57+2,61+2,57+2,61+2,47.0,59.0
12483,225694,T. Thomas,AFC Wimbledon,63,500000,CB,LCB,51+2,53+2,53+2,53+2,56+2,56+2,60+2,61+2,61+2,61+2,50.8,61.7
12484,228091,M. Nakkim,Vålerenga Fotball,63,500000,"CB, RB",SUB,44+2,41+2,41+2,43+2,45+2,45+2,57+2,56+2,61+2,56+2,42.4,60.7
12485,229491,A. Moreno,Deportes Iquique,63,475000,RB,SUB,53+2,54+2,54+2,54+2,57+2,57+2,60+2,62+2,62+2,62+2,46.8,60.7
12486,230057,R. Sáez,CD Huachipato,63,475000,LB,SUB,49+2,55+2,55+2,53+2,57+2,57+2,58+2,62+2,60+2,62+2,47.2,67.0
12487,230961,D. Cuadros,Alianza Petrolera,63,550000,CAM,RES,54+2,61+2,61+2,61+2,62+2,62+2,57+2,56+2,52+2,56+2,52.2,46.7
12488,231264,T. Rodríguez,Genoa,63,550000,RM,RES,59+2,62+2,62+2,61+2,62+2,62+2,50+2,51+2,47+2,51+2,53.8,44.7
12489,231711,C. Pérez,Alianza Petrolera,63,500000,CB,SUB,39+2,39+2,39+2,39+2,42+2,42+2,55+2,56+2,61+2,56+2,43.2,63.0
12490,232754,T. Amang,Kristiansund BK,63,550000,ST,SUB,62+2,61+2,61+2,57+2,59+2,59+2,47+2,49+2,48+2,49+2,55.6,32.3
12491,233135,T. Blomeyer,MSV Duisburg,63,500000,CB,SUB,44+2,43+2,43+2,44+2,45+2,45+2,57+2,56+2,62+2,56+2,42.0,61.7
12492,233212,A. Skovgaard,SC Heerenveen,63,500000,CB,SUB,41+2,40+2,40+2,42+2,43+2,43+2,57+2,56+2,61+2,56+2,36.6,61.3
12493,233587,Jaume Valens,Real Oviedo,63,425000,GK,RES,,,,,,,,,,,17.4,13.7
12494,234846,S. Müller,Karlsruher SC,63,425000,GK,RES,,,,,,,,,,,13.0,11.3
12495,235527,E. Oti Essigba,Esbjerg fB,63,550000,LW,SUB,59+2,63+2,63+2,60+2,62+2,62+2,46+2,50+2,42+2,50+2,55.0,32.7
12496,235573,M. Godinho,FSV Zwickau,63,475000,"RB, RWB",SUB,48+2,57+2,57+2,54+2,58+2,58+2,58+2,62+2,60+2,62+2,43.2,61.3
12497,236509,Diego Parras,UD Las Palmas,63,475000,RB,RES,48+2,54+2,54+2,53+2,56+2,56+2,57+2,62+2,60+2,62+2,48.4,60.7
12498,236689,K. Al Samiri,Al Ittihad,63,525000,"CM, CDM, RM",SUB,55+2,59+2,59+2,61+2,60+2,60+2,62+2,60+2,59+2,60+2,54.2,60.3
12499,236965,C. Fejér,Sepsi OSK,63,425000,GK,SUB,,,,,,,,,,,16.0,17.3
12500,237138,Y. Maziz,Le Mans FC,63,550000,"LM, CAM",SUB,56+2,61+2,61+2,61+2,62+2,62+2,41+2,40+2,32+2,40+2,52.2,17.3
12501,238576,Jeong Tae Wook,Daegu FC,63,500000,CB,RCB,37+2,32+2,32+2,33+2,34+2,34+2,51+2,51+2,62+2,51+2,33.6,62.3
12502,238885,Matheus Aias,CD Mirandés,63,550000,ST,SUB,61+2,59+2,59+2,60+2,58+2,58+2,42+2,41+2,38+2,41+2,49.8,23.0
12503,241993,O. Steurer,KFC Uerdingen 05,63,500000,"CB, LB",SUB,47+2,46+2,46+2,45+2,48+2,48+2,57+2,58+2,62+2,58+2,46.4,60.7
12504,242503,E. Williamson,Portland Timbers,63,550000,"CAM, CM, ST",SUB,58+2,61+2,61+2,61+2,61+2,61+2,57+2,55+2,53+2,55+2,54.4,51.7
12505,242720,G. Smith,Sporting Kansas City,63,500000,CB,SUB,44+2,45+2,45+2,47+2,48+2,48+2,58+2,56+2,61+2,56+2,36.8,60.7
12506,245156,F. Russo,SD Ponferradina,63,500000,CB,SUB,43+2,44+2,44+2,45+2,47+2,47+2,59+2,59+2,62+2,59+2,43.2,64.0
12507,245428,C. Okoroji, SSV Jahn Regensburg,63,475000,LB,LB,47+2,56+2,56+2,53+2,58+2,58+2,57+2,61+2,57+2,61+2,44.0,59.7
12508,245977,K. Despodov,Cagliari,63,550000,RW,RES,63+2,62+2,62+2,60+2,60+2,60+2,41+2,43+2,38+2,43+2,54.2,23.7
12509,247450,A. Palavecino,Deportivo Cali,63,550000,CAM,RW,56+2,61+2,61+2,61+2,61+2,61+2,49+2,49+2,42+2,49+2,52.2,38.3
12510,248086,A. Burlacu,Chindia Târgovişte,63,550000,"LM, ST",SUB,63+2,63+2,63+2,62+2,62+2,62+2,43+2,43+2,38+2,43+2,60.0,21.7
12511,248213,I. Gaponov,Spartak Moscow,63,500000,CB,SUB,41+2,39+2,39+2,38+2,41+2,41+2,54+2,59+2,62+2,59+2,39.2,66.0
12512,250730,J. Ruiz,Gil Vicente FC,63,525000,CM,SUB,58+2,60+2,60+2,63+2,61+2,61+2,55+2,53+2,49+2,53+2,50.2,43.0
12513,251769,G. Calò,Castellammare di Stabia,63,500000,"CDM, CM",SUB,50+2,54+2,54+2,56+2,57+2,57+2,62+2,60+2,61+2,60+2,43.2,60.7
12514,251775,Paulinho,Boavista FC,63,550000,"CAM, LM",RES,58+2,61+2,61+2,61+2,62+2,62+2,51+2,51+2,44+2,51+2,54.2,42.7
12515,251984,João Silva,Trapani,63,500000,"CB, LB",SUB,50+2,50+2,50+2,49+2,52+2,52+2,58+2,60+2,61+2,60+2,50.0,63.3
12516,204275,L. Polworth,Motherwell,63,500000,"CM, CDM, RW",RCM,57+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,55+2,59+2,53.0,54.3
12517,209750,I. Lawlor,Doncaster Rovers,63,400000,GK,GK,,,,,,,,,,,17.0,13.0
12518,211600,A. Ben Mohamed,Le Havre AC,63,450000,"LB, LM",SUB,58+2,61+2,61+2,58+2,61+2,61+2,58+2,61+2,59+2,61+2,52.2,60.0
12519,212140,G. Karlen,FC Thun,63,500000,"CM, CAM",RES,62+2,61+2,61+2,62+2,61+2,61+2,59+2,58+2,59+2,58+2,62.0,56.7
12520,212247,O. Schnitzler,SC Preußen Münster,63,400000,GK,SUB,,,,,,,,,,,14.8,15.7
12521,212973,M. Marić,Lillestrøm SK,63,400000,GK,GK,,,,,,,,,,,16.8,17.0
12522,213127,A. McGowan,Hamilton Academical FC,63,450000,"RWB, RB",RWB,47+2,54+2,54+2,52+2,55+2,55+2,58+2,61+2,60+2,61+2,45.2,62.0
12523,213687,L. Grimshaw,Motherwell,63,450000,"RB, RWB, CM",SUB,52+2,54+2,54+2,55+2,57+2,57+2,64+2,62+2,64+2,62+2,48.4,64.0
12524,220531,I. Łasicki,Pogoń Szczecin,63,475000,CB,SUB,45+2,46+2,46+2,47+2,48+2,48+2,59+2,58+2,62+2,58+2,45.0,63.0
12525,220642,D. Carrero,Patriotas Boyacá FC,63,475000,"CB, CDM",RES,51+2,51+2,51+2,52+2,53+2,53+2,60+2,58+2,61+2,58+2,50.4,59.3
12526,220682,Murilo Mendes,Livorno,63,525000,ST,RF,62+2,63+2,63+2,61+2,61+2,61+2,39+2,41+2,35+2,41+2,51.8,18.0
12527,220833,A. Mandrea,Angers SCO,63,400000,GK,SUB,,,,,,,,,,,17.8,17.3
12528,221339,M. Rocca,Livorno,63,500000,CM,SUB,57+2,62+2,62+2,63+2,63+2,63+2,56+2,55+2,50+2,55+2,54.8,47.0
12529,221394,R. Al Mousa,Al Taawoun,63,475000,CDM,SUB,52+2,55+2,55+2,57+2,57+2,57+2,62+2,60+2,60+2,60+2,46.6,64.3
12530,221486,D. O'Shaughnessy,HJK Helsinki,63,475000,CB,SUB,43+2,40+2,40+2,41+2,43+2,43+2,56+2,56+2,61+2,56+2,41.0,61.7
12531,221938,J. Lindseth,Sarpsborg 08 FF,63,525000,"LM, CM",LM,57+2,61+2,61+2,60+2,61+2,61+2,57+2,57+2,54+2,57+2,54.8,54.3
12532,223868,T. Schützenauer,SK Sturm Graz,63,400000,GK,SUB,,,,,,,,,,,19.8,18.0
12533,223918,B. Comley,Colchester United,63,475000,"CDM, CM",SUB,55+2,57+2,57+2,57+2,59+2,59+2,62+2,62+2,62+2,62+2,51.4,62.0
12534,224483,M. Greve,Odense Boldklub,63,500000,"CM, RM",SUB,59+2,62+2,62+2,63+2,62+2,62+2,58+2,56+2,55+2,56+2,55.4,53.7
12535,224525,J. Sellars,Östersunds FK,63,525000,"LM, RM, CAM",SUB,58+2,62+2,62+2,61+2,61+2,61+2,46+2,48+2,41+2,48+2,54.0,36.0
12536,225998,A. McEneff,Shamrock Rovers,63,500000,"CM, CDM",SUB,60+2,62+2,62+2,62+2,63+2,63+2,60+2,59+2,56+2,59+2,55.8,54.0
12537,228191,J. Aspropotamitis,Western United FC,63,475000,CB,SUB,39+2,37+2,37+2,40+2,42+2,42+2,58+2,56+2,62+2,56+2,39.2,61.0
12538,228309,Montoro,UD Almería,63,450000,RB,SUB,47+2,48+2,48+2,47+2,50+2,50+2,58+2,62+2,63+2,62+2,47.2,63.0
12539,229207,Àlex Corredera,Valencia CF,63,525000,RM,RES,60+2,62+2,62+2,63+2,61+2,61+2,53+2,49+2,49+2,49+2,60.0,49.3
12540,229284,D. Widemann,FC Würzburger Kickers,63,525000,"ST, CAM",LM,62+2,61+2,61+2,60+2,59+2,59+2,41+2,42+2,37+2,42+2,56.0,24.3
12541,229353,M. Ristl,Viktoria Köln,63,475000,"CDM, RB, CM",LDM,52+2,54+2,54+2,55+2,56+2,56+2,62+2,61+2,62+2,61+2,50.8,63.7
12542,229818,D. Baumgartner,VfL Bochum 1848,63,475000,"CB, RB",SUB,46+2,44+2,44+2,44+2,46+2,46+2,56+2,58+2,62+2,58+2,42.6,62.0
12543,231226,D. Caddy,Rodez Aveyron Football,63,525000,ST,SUB,61+2,58+2,58+2,57+2,56+2,56+2,41+2,40+2,40+2,40+2,56.0,22.0
12544,232636,R. Hatsuse,Vissel Kobe,63,475000,"LB, RB, RM",SUB,47+2,52+2,52+2,49+2,54+2,54+2,56+2,61+2,60+2,61+2,46.0,61.7
12545,233056,D. Cleary,Dundalk,63,475000,CB,RCB,43+2,40+2,40+2,40+2,42+2,42+2,56+2,56+2,62+2,56+2,39.4,62.0
12546,233445,J. Moe,Stabæk Fotball,63,450000,LB,LB,48+2,53+2,53+2,51+2,56+2,56+2,59+2,62+2,60+2,62+2,45.4,58.7
12547,234945,M. Besuschkow, SSV Jahn Regensburg,63,500000,"CM, CAM, CDM",RDM,58+2,59+2,59+2,60+2,60+2,60+2,60+2,59+2,58+2,59+2,55.8,54.3
12548,235970,Mario González,Clermont Foot 63,63,525000,"LW, CAM",SUB,59+2,62+2,62+2,60+2,60+2,60+2,38+2,39+2,33+2,39+2,56.4,17.0
12549,237091,Kim Hyeon Wook,Gangwon FC,63,500000,"CM, ST",SUB,60+2,67+2,67+2,66+2,67+2,67+2,55+2,54+2,48+2,54+2,47.6,41.3
12550,240026,A. Fontana,Philadelphia Union,63,500000,CAM,RES,59+2,61+2,61+2,61+2,61+2,61+2,54+2,54+2,51+2,54+2,55.2,44.0
12551,240530,A. Yamga,CD Aves,63,525000,"RM, ST",RES,61+2,63+2,63+2,61+2,62+2,62+2,46+2,46+2,40+2,46+2,56.2,28.7
12552,240999,P. Šafranko,Sepsi OSK,63,525000,ST,SUB,61+2,58+2,58+2,57+2,57+2,57+2,43+2,42+2,42+2,42+2,55.8,24.7
12553,241334,Liu Yiming,Shenzhen FC,63,475000,CB,SUB,39+2,35+2,35+2,36+2,38+2,38+2,55+2,55+2,62+2,55+2,35.8,61.0
12554,242155,J. Marulanda,Independiente Medellín,63,450000,RB,RB,49+2,54+2,54+2,52+2,56+2,56+2,58+2,62+2,59+2,62+2,45.8,63.0
12555,242631,T. Hilliard-Arce,LA Galaxy,63,475000,"CB, RB",RES,40+2,38+2,38+2,38+2,40+2,40+2,54+2,54+2,61+2,54+2,36.6,60.3
12556,243778,M. Hiller,TSV 1860 München,63,400000,GK,SUB,,,,,,,,,,,14.8,11.3
12557,244005,Endika,CA Osasuna,63,450000,LB,RES,49+2,52+2,52+2,51+2,54+2,54+2,58+2,61+2,61+2,61+2,47.6,59.7
12558,244319,R. Stewart,Ross County FC,63,525000,"ST, LM",LS,61+2,57+2,57+2,57+2,56+2,56+2,41+2,41+2,39+2,41+2,55.6,21.0
12559,244619,Pedro Mateus,Clube Sport Marítimo,63,400000,GK,SUB,,,,,,,,,,,13.8,11.7
12560,245017,G. Ondoua,Servette FC,63,475000,CDM,RDM,55+2,55+2,55+2,56+2,58+2,58+2,61+2,59+2,59+2,59+2,50.8,59.0
12561,247031,D. Pines,DC United,63,475000,CB,RCB,41+2,40+2,40+2,40+2,42+2,42+2,54+2,55+2,61+2,55+2,35.4,59.7
12562,248082,João Teixeira,Politehnica Iaşi,63,525000,"CAM, CM",LM,57+2,61+2,61+2,61+2,59+2,59+2,46+2,44+2,41+2,44+2,52.0,36.7
12563,251281,S. Köhler,VfL Osnabrück,63,475000,CDM,RES,52+2,56+2,56+2,59+2,59+2,59+2,61+2,61+2,58+2,61+2,47.8,60.3
12564,251887,L. Coyette,Defensa y Justicia,63,525000,"CAM, CM",SUB,58+2,62+2,62+2,61+2,62+2,62+2,52+2,53+2,48+2,53+2,53.6,45.7
12565,251986,Lucas Dambros,Trapani,63,525000,ST,SUB,62+2,60+2,60+2,59+2,60+2,60+2,43+2,44+2,41+2,44+2,57.8,23.7
12566,252135,Dani Fernández,CF Fuenlabrada,63,450000,"RB, LB",SUB,49+2,54+2,54+2,53+2,56+2,56+2,60+2,61+2,61+2,61+2,50.4,62.7
12567,252171,M. Helal,Al Ain FC,63,500000,CM,SUB,58+2,62+2,62+2,62+2,63+2,63+2,56+2,56+2,50+2,56+2,58.6,47.7
12568,208813,G. Williams,Forest Green Rovers,63,525000,"ST, LM",SUB,62+2,64+2,64+2,63+2,64+2,64+2,46+2,47+2,41+2,47+2,57.4,28.3
12569,209486,G. Gallifuoco,Central Coast Mariners,63,450000,"CB, CDM",RCB,55+2,56+2,56+2,58+2,58+2,58+2,62+2,60+2,62+2,60+2,51.2,58.0
12570,210691,L. Nilsen,Tromsø IL,63,500000,"LM, LWB",LWB,59+2,62+2,62+2,58+2,62+2,62+2,56+2,62+2,56+2,62+2,54.2,56.7
12571,211152,M. Al Olayan,Al Taawoun,63,450000,"RB, CDM",RB,54+2,58+2,58+2,58+2,60+2,60+2,61+2,61+2,60+2,61+2,51.0,61.0
12572,212106,D. Connolly,AFC Wimbledon,63,500000,"RM, LM",SUB,58+2,63+2,63+2,60+2,61+2,61+2,44+2,46+2,40+2,46+2,54.0,25.7
12573,212994,R. Healey,Milton Keynes Dons,63,525000,"ST, LW",LS,62+2,60+2,60+2,58+2,58+2,58+2,40+2,42+2,37+2,42+2,55.0,27.3
12574,213528,J. Blåbjerg,Aalborg BK,63,450000,"CB, LB",SUB,53+2,55+2,55+2,52+2,57+2,57+2,59+2,63+2,62+2,63+2,48.8,63.7
12575,213889,R. Haynes,Newport County,63,450000,LB,LB,57+2,61+2,61+2,59+2,62+2,62+2,59+2,62+2,58+2,62+2,53.8,59.3
12576,213969,M. Pinnock,AFC Wimbledon,63,500000,"RM, LM",SUB,59+2,62+2,62+2,59+2,61+2,61+2,45+2,46+2,41+2,46+2,56.2,30.3
12577,214748,A. Madrid,CD Everton de Viña del Mar,63,500000,"CM, CDM, RB",LCM,56+2,61+2,61+2,61+2,62+2,62+2,61+2,61+2,59+2,61+2,51.0,58.0
12578,216518,H. Bonmann,TSV 1860 München,63,375000,GK,GK,,,,,,,,,,,12.6,12.3
12579,216744,C. Burgess,Salford City,63,450000,CB,SUB,42+2,38+2,38+2,40+2,42+2,42+2,56+2,55+2,61+2,55+2,38.6,62.0
12580,221658,A. Sharahili,Al Shabab,63,450000,CB,RES,46+2,49+2,49+2,46+2,50+2,50+2,55+2,60+2,61+2,60+2,44.6,59.0
12581,221953,B. Whitfield,Port Vale,63,500000,"RM, CAM, LM",SUB,57+2,62+2,62+2,62+2,62+2,62+2,49+2,49+2,41+2,49+2,53.4,36.0
12582,221962,Seo Myeong Won,Gangwon FC,63,500000,"RM, LW",SUB,58+2,61+2,61+2,61+2,62+2,62+2,45+2,43+2,36+2,43+2,54.6,22.3
12583,222472,D. Granli,AIK,63,450000,"CB, RB, LB",SUB,55+2,56+2,56+2,55+2,57+2,57+2,61+2,62+2,61+2,62+2,53.0,62.3
12584,223041,E. Ersu,Fenerbahçe SK,63,375000,GK,RES,,,,,,,,,,,19.6,15.7
12585,223150,L. M'Pasi,Rodez Aveyron Football,63,375000,GK,SUB,,,,,,,,,,,21.6,13.0
12586,223678,D. Slamar,SG Sonnenhof Großaspach,63,450000,CB,SUB,41+2,39+2,39+2,41+2,41+2,41+2,56+2,54+2,62+2,54+2,37.0,63.0
12587,224433,K. Burger,SG Sonnenhof Großaspach,63,450000,"LB, CB",SUB,45+2,48+2,48+2,47+2,52+2,52+2,60+2,62+2,63+2,62+2,44.8,65.3
12588,224482,J. Brinch,Esbjerg fB,63,450000,"RB, CB",SUB,46+2,48+2,48+2,46+2,51+2,51+2,58+2,62+2,63+2,62+2,46.4,64.7
12589,225205,M. Maruoka,Cerezo Osaka,63,500000,"CAM, RM",SUB,53+2,62+2,62+2,61+2,61+2,61+2,44+2,45+2,36+2,45+2,52.2,27.3
12590,229168,T. Guivarch,En Avant de Guingamp,63,375000,GK,SUB,,,,,,,,,,,14.8,10.0
12591,230919,A. Iacovitti,Oldham Athletic,63,450000,"CB, LB",LCB,48+2,49+2,49+2,48+2,51+2,51+2,57+2,59+2,61+2,59+2,45.6,60.0
12592,231910,Kim Gun Hee,Sangju Sangmu FC,63,525000,"ST, RW",SUB,62+2,61+2,61+2,59+2,60+2,60+2,48+2,48+2,47+2,48+2,58.0,27.0
12593,233040,J. Augustinsson,Djurgårdens IF,63,450000,LB,SUB,50+2,55+2,55+2,52+2,57+2,57+2,58+2,62+2,58+2,62+2,48.4,58.3
12594,233083,H. Demir,Kasimpaşa SK,63,500000,CM,RES,55+2,59+2,59+2,61+2,61+2,61+2,58+2,54+2,52+2,54+2,49.6,41.3
12595,233272,I. Sapała,Raków Częstochowa,63,450000,CDM,LCM,49+2,52+2,52+2,54+2,55+2,55+2,61+2,58+2,59+2,58+2,43.2,54.0
12596,233506,A. Masuyama,Vissel Kobe,63,500000,"RW, RM",SUB,56+2,62+2,62+2,59+2,61+2,61+2,39+2,43+2,34+2,43+2,50.0,23.0
12597,234704,M. Marcjanik,Wisła Płock,63,450000,CB,RCB,50+2,47+2,47+2,47+2,49+2,49+2,57+2,57+2,62+2,57+2,47.4,63.0
12598,235054,I. Vujica,Western United FC,63,450000,LB,LWB,48+2,55+2,55+2,53+2,57+2,57+2,58+2,61+2,60+2,61+2,46.4,63.3
12599,237279,S. Shome,Montreal Impact,63,500000,"CM, CDM",RCM,57+2,59+2,59+2,60+2,60+2,60+2,63+2,61+2,62+2,61+2,52.2,58.3
12600,239352,R. Guder,SV Meppen,63,500000,"RM, ST",RM,62+2,62+2,62+2,59+2,61+2,61+2,41+2,45+2,39+2,45+2,54.8,22.7
12601,239930,D. Rasak,Wisła Płock,63,450000,CDM,RDM,55+2,56+2,56+2,58+2,57+2,57+2,62+2,60+2,62+2,60+2,48.0,60.7
12602,239968,F. Olivera,CD Tenerife,63,450000,"RB, CB",RES,53+2,53+2,53+2,52+2,54+2,54+2,60+2,62+2,62+2,62+2,45.6,59.3
12603,240497,I. Wadji,FK Haugesund,63,525000,"ST, LM",RES,61+2,64+2,64+2,60+2,62+2,62+2,42+2,45+2,39+2,45+2,54.2,23.7
12604,240587,F. Bin Jamayah,Al Nassr,63,500000,RM,SUB,56+2,62+2,62+2,61+2,61+2,61+2,47+2,49+2,41+2,49+2,56.0,36.7
12605,241619,Huang Zichang,Jiangsu Suning FC,63,500000,"RM, ST",SUB,59+2,62+2,62+2,60+2,62+2,62+2,50+2,54+2,48+2,54+2,52.2,40.7
